SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,1.0,0.0,1.5677776925507676,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.9397588986560317,1.9178596878685537
1,1.0,0.0,1.6084834273893616,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.8269348926600121,1.9301093884687521
1,1.0,0.0,0.590840056424512,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.08362379433329585,0.417403081555027
0,1.0,0.0,0.9164859351332638,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,-0.2100504565681078,0.33687996004691395
0,1.0,0.0,0.7536629957788878,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.9862158423014517,1.1026618705069757
0,0.0,0.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.767688001479763,2.7422777099829694
0,1.0,1.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.6432497595723885,2.5461946889059615
0,1.0,1.0,0.22448844287716607,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.3026351000902746,0.21995898263355257
0,1.0,1.0,-0.9966836022806536,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.37232051555840456,-0.7268682340090087
1,0.0,0.0,-0.22327464034736777,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.7755004193382974,0.07307233977346957
0,0.0,0.0,-1.0780950719578415,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,-0.13372833486491825,-0.8285978264486477
0,0.0,0.0,-0.6303319887333076,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.5191407614336867,-0.8596172295814076
0,1.0,1.0,1.5677776925507676,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.497571466169742,-0.39737763130582754
0,1.0,0.0,0.387311382231542,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.1305642029140057,0.8050907385433792
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4793205240233267,-1.0014766655643483
0,1.0,0.0,1.5270719577121736,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.478991280254654,2.3591562496341174
0,0.0,0.0,-0.9559778674420595,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3540695734119893,-0.7199530804443807
0,0.0,1.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4959122896109767,-1.0016961942489397
0,0.0,0.0,-0.9152721326034655,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,-0.804035664605975,-0.8131430070534155
0,1.0,0.0,0.6722515261016999,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.9911933719777464,1.049052965729764
0,1.0,0.0,0.5501343215859179,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,-0.6961891882862504,-0.12885014431366884
0,1.0,0.0,0.5501343215859179,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.2682758572915003,1.0069034582882217
1,1.0,0.0,-1.1595065416350294,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.1504743216191855,-0.8577731886308401
0,1.0,1.0,1.5677776925507676,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.3628489211411048,2.3807359193294486
0,1.0,1.0,-0.7524491932490895,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,-0.11713656927726834,-0.6523382455902399
0,1.0,1.0,1.4049547531963917,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,-0.3560579937394271,0.6747785113699443
0,1.0,1.0,-0.9152721326034655,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,-0.15695680668762801,-0.7630026554927475
0,0.0,0.0,1.2014260790034217,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,-1.4892755833759168,-0.4828181953487871
0,1.0,0.0,1.3235432835192036,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.8236165395424823,1.5227739142094727
1,1.0,0.0,0.8350744654560759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.16193433636392318,0.40759014935379295
0,0.0,0.0,-1.1595065416350294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5108448786398618,-0.9694035247455497
0,1.0,0.0,1.0386031396490458,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,-0.1669118660402181,0.5285285016951764
0,0.0,0.0,-1.2816237461508113,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.4685527559667738,-0.9757039979933219
0,0.0,0.0,1.6084834273893616,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.4126242179040545,2.437813377323204
0,1.0,0.0,1.4863662228735797,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.376122333611225,2.1735886525490358
0,1.0,0.0,-1.2409180113122174,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.49012205123071895,-0.9379670171120661
0,0.0,1.0,0.7943687306174818,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.6709722961361032,0.9485966396607552
0,0.0,0.0,-0.9966836022806536,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5033954637008385,-0.7121598121413871
1,0.0,0.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.550335872281549,2.477218776207354
0,1.0,0.0,-1.0373893371192475,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.6862341289336606,-0.8727889506568896
0,0.0,0.0,0.8350744654560759,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.1172907904438856,1.3217954034660773
0,0.0,0.0,-0.8745663977648716,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.18483356441796028,-0.6463012067639774
0,0.0,0.0,-0.5896262538947137,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,-1.0396387359506039,-0.7687762598975004
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4909347599346818,-1.0016303356435623
0,1.0,1.0,1.2421318138420157,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.3167212212643575,-0.3197522884343206
0,0.0,0.0,-0.10115743583158582,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.6709722961361032,0.11177524686692741
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4892755833759168,-1.001608382775103
0,0.0,1.0,0.30589991255435406,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,-0.027541035103958902,0.06982331524151732
0,1.0,1.0,1.0793088744876398,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.5075265255223318,-0.5064394818108182
1,1.0,0.0,-0.4268033145403377,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.045791977250373726,-0.4037220102905181
0,1.0,1.0,1.6084834273893616,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,-0.31457857977030224,0.8244970742612558
0,1.0,0.0,-0.7524491932490895,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.4370284013502389,-0.5176134918565186
0,1.0,0.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.510515634871189,2.49436396647394
0,0.0,0.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.6631598782775683,2.679865704953644
0,0.0,0.0,0.6722515261016999,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.32088604223668943,0.6230356004117594
1,1.0,0.0,-0.5896262538947137,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,-0.5501816511149312,-0.6544676738307762
0,0.0,0.0,-0.9152721326034655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4942531130522119,-0.922841490743721
0,1.0,0.0,-0.9966836022806536,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.6726314726948681,-0.7349468896019709
0,0.0,0.0,-1.0373893371192475,1.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,-0.8239457833111549,-0.8816359566459216
0,1.0,1.0,-1.2409180113122174,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.1508035653878583,-0.9824215757418177
0,1.0,1.0,0.06166550352279012,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.634470411843273,0.2672235084260735
0,0.0,1.0,1.5270719577121736,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.03550767412911099,1.1372376383301157
0,1.0,0.0,1.6084834273893616,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.3399496930870676,-0.24175374679900824
1,0.0,0.0,-0.9966836022806536,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,-1.1790095668868632,-0.9129846528055686
0,0.0,0.0,-0.6710377235719016,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.9380997220972668,-0.3194669011443518
0,1.0,0.0,1.4863662228735797,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.1471559685016557,1.9933775553679836
1,1.0,0.0,0.1023712383613841,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5531707604637883,0.22564477556446888
0,1.0,1.0,0.9164859351332638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.4909347599346818,-0.5330463583832917
0,0.0,0.0,1.4863662228735797,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,-1.5207999379924515,-0.45331354013970765
0,0.0,0.0,-1.2409180113122174,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.5199872292884885,-0.9420063449085472
0,0.0,0.0,1.6084834273893616,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.3100845150292975,-0.19093285631610704
0,0.0,0.0,-1.1188008067964355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4925939364934466,-0.9622907953647895
0,0.0,0.0,-0.9152721326034655,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1732193285066055,-0.6874847879933176
0,0.0,0.0,0.9978974048104517,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.5307549973450416,-0.5299290510620943
0,1.0,1.0,-0.30468611002455576,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,-0.2100504565681078,-0.35066192722478484
0,1.0,0.0,1.2421318138420157,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.4541036318731793,2.0066590407857614
0,1.0,1.0,1.6084834273893616,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.5150096996121938,1.574253390746148
0,1.0,0.0,0.631545791263106,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0608787874458763,0.9536897051432747
0,1.0,1.0,0.6722515261016999,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,0.8451858348064274,0.9629977213699485
0,0.0,1.0,-0.4675090493789317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.466047111553207,-0.8118697406827855
1,1.0,0.0,0.9978974048104517,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,-0.6663240102284806,0.11926117501149287
0,0.0,0.0,-0.4675090493789317,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0139383788651659,-0.38501816636333364
0,0.0,0.0,-0.9966836022806536,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,-0.027541035103958902,-0.7891046160906608
0,0.0,0.0,-0.9559778674420595,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.6825865320474579,-0.662809763845248
0,0.0,0.0,-1.2409180113122174,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.9961709016540415,-0.9322153655757723
0,1.0,0.0,-0.9559778674420595,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.9928525485365113,-0.619386990033076
0,0.0,0.0,-0.5489205190561197,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.1620885575305409,-0.16226241010847467
0,0.0,0.0,-0.9966836022806536,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.6643355899010431,-0.7169455374654788
0,0.0,0.0,0.9571916699718578,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.3445979789946898,1.587469017558548
0,1.0,1.0,-0.4675090493789317,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,-0.2979868141826523,-0.502400154014337
0,1.0,1.0,1.1200146093262338,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.5199872292884885,1.1614736051090024
0,1.0,1.0,0.9571916699718578,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,-0.4290617623250868,0.2562251213280462
0,1.0,1.0,0.9164859351332638,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.480979700582092,-0.5366466288105901
0,0.0,1.0,0.9164859351332638,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.5207999379924515,-0.570695527790711
1,0.0,0.0,-0.7524491932490895,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3109309828840996,-0.529094842060647
0,0.0,0.0,1.1607203441648277,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.7871146552496526,1.3259225427363948
0,1.0,1.0,1.3642490183577978,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.4909347599346818,-0.4070588462963068
0,0.0,0.0,0.9978974048104517,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.34112540471054226,0.36590165214989245
0,0.0,0.0,1.0793088744876398,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,-0.009290092957543614,0.6296653666864186
0,0.0,0.0,0.6722515261016999,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.3844182164050498,1.2586809066460596
0,1.0,1.0,1.4456604880349857,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.904916190921967,1.7964164195526104
1,0.0,0.0,0.14307697319997809,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.33084110158927976,0.1572396374457992
1,1.0,0.0,-1.2816237461508113,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15330920980142534,-0.9798750430005577
0,0.0,0.0,-0.10115743583158582,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.1786803231181906,0.34930528359478535
0,1.0,0.0,1.5677776925507676,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,-1.3449272227633626,-0.25286189823933136
0,1.0,0.0,-0.9966836022806536,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.2019087949409006,-0.6403300265430921
1,0.0,0.0,-0.9559778674420595,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.5282831120823135,-0.6803940114810164
0,0.0,0.0,1.4863662228735797,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.3794406867287545,2.2161333116228428
0,0.0,1.0,1.4049547531963917,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.3827590398462843,2.17042743949092
0,0.0,0.0,-0.3453918448631497,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.3311703453579522,-0.418342620684303
1,1.0,0.0,-0.6710377235719016,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.22797215494585,-0.49768028729562264
0,1.0,1.0,-0.7524491932490895,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.17487850506537042,-0.550937946177488
1,1.0,1.0,0.06166550352279012,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.4590811615494745,0.5812592917340225
0,1.0,1.0,0.8350744654560759,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.5058673489635668,-0.5678855606279414
0,1.0,1.0,-0.5082147842175256,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.3578713914648095,-0.027076646137111516
0,1.0,1.0,-0.3453918448631497,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.3275227484717495,-0.21080020227162566
0,1.0,0.0,1.2828375486806096,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.5432157011111984,1.2416454807217694
1,1.0,0.0,1.5677776925507676,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.3598598117922474,-0.23933893126850322
0,0.0,0.0,-0.9966836022806536,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.5174815848749215,-0.9393061420880735
0,1.0,1.0,1.3235432835192036,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.15330920980142534,0.9474111847639616
0,0.0,0.0,-0.1418631706701798,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,-0.5302715324097512,-0.4292312434400347
0,1.0,1.0,0.9164859351332638,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.1936129121470758,1.381836498701816
0,0.0,1.0,0.8757802002946699,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,-0.13040998174738822,0.4310358128681509
0,0.0,0.0,1.3642490183577978,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-0.11879574583603324,0.8307316889036506
0,1.0,1.0,-0.06045170099299184,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,-0.17354857227527792,-0.20891225558413992
1,0.0,0.0,-1.1188008067964355,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.46523440284924406,-0.8442721745284711
0,0.0,0.0,-0.4675090493789317,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,-0.10884068648344337,-0.39854113333416186
0,0.0,0.0,-0.9559778674420595,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.3382905165283026,-0.9269466771455795
1,0.0,0.0,-0.06045170099299184,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.8551408941590172,0.2387725909030326
0,1.0,0.0,0.6722515261016999,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.1388600857078308,1.1501020192471698
0,1.0,0.0,-0.8745663977648716,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.9646465470375066,-0.5367124874159674
0,0.0,0.0,-1.0780950719578415,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.9497139580086216,-0.7749011101975994
0,1.0,1.0,-1.3223294809894055,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.4909347599346818,-0.3965543987386099
0,1.0,0.0,0.9978974048104517,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.4942531130522119,-0.5205990819669613
0,0.0,0.0,-1.2409180113122174,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,-0.1967770440979879,-0.9602930843350079
0,1.0,1.0,-0.9559778674420595,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.6776090023711627,-0.6790768393734683
0,0.0,0.0,0.22448844287716607,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.480979700582092,-0.6841699048559879
0,0.0,1.0,0.26519417771576004,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,-0.33448869847548224,-0.048129446989423626
0,1.0,1.0,-0.6303319887333076,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.9165304268333218,-0.34519566297845994
0,0.0,0.0,1.5677776925507676,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.3067661619117676,-0.17703669058147364
0,0.0,0.0,0.5094285867473239,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0559012577695812,0.9402106439093649
0,1.0,1.0,0.020959768684196134,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.4876164068171518,-0.7160893755955726
0,1.0,1.0,1.6084834273893616,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,-1.4677062881119718,-0.3595967446876535
0,0.0,0.0,-0.1418631706701798,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.3212152860053623,-0.2990507334773548
0,1.0,1.0,1.5677776925507676,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0227177265942813,1.9968680614529863
1,0.0,0.0,-0.5896262538947137,2.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1.283208446320385,-0.2173202042039893
0,0.0,0.0,-0.6710377235719016,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.36601305309201715,-0.6441717785234411
1,1.0,0.0,-0.22327464034736777,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.2052271480584305,0.1989500875181587
0,1.0,0.0,-1.1595065416350294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5042081724048018,-0.9693815718770906
0,1.0,0.0,1.6084834273893616,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.2769009838539978,-0.1698361497268768
1,0.0,0.0,0.590840056424512,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.9994892547715714,0.9673443893248578
0,0.0,0.0,0.26519417771576004,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.5465340542287288,0.4006091371837875
0,1.0,0.0,1.6084834273893616,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.3296653899658049,2.321946137595881
1,0.0,0.0,-1.2816237461508113,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.8086839505135972,-0.9712036599591988
1,1.0,0.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.3296653899658049,2.316787213507984
0,0.0,0.0,-0.5896262538947137,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.34743286717692967,-0.4043366906073738
1,1.0,0.0,1.5677776925507676,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2014253300056102,1.1901879570535534
0,1.0,0.0,0.387311382231542,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.04878108659923111,0.18724920862943906
0,1.0,0.0,1.6084834273893616,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.8402083051301322,1.7861424771137342
0,0.0,0.0,-0.7117434584104956,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.1687252637656007,-0.38914530563365135
0,1.0,1.0,1.6084834273893616,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.326347036848275,2.3086646521781033
0,0.0,1.0,-0.22327464034736777,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.2896909313888274,-0.3221671039648256
0,1.0,0.0,0.1023712383613841,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1781968581829002,0.05059260247131378
0,1.0,1.0,-0.9559778674420595,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.2135230308522553,-0.6122523077838565
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.5058673489635668,-1.0018279114596944
0,0.0,0.0,-0.5082147842175256,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.6829157758161306,-0.603339443189447
0,1.0,0.0,1.3235432835192036,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.5125040551986266,-0.43087770857447
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.461069581876912,-1.0012351840112976
0,0.0,0.0,-1.0373893371192475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4892755833759168,-0.9380328757174435
0,1.0,1.0,-0.1418631706701798,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.3524103968532244,-0.10841202377821259
0,0.0,0.0,0.5501343215859179,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,-1.1491443888290935,-0.4044684078181287
0,0.0,0.0,-1.2816237461508113,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5120205902633365,-0.9886781432526717
1,1.0,0.0,-1.2002122764736234,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.32088604223668943,-0.9054548189240847
0,0.0,0.0,-0.7931549280876836,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.8684143066291369,-0.5117740288463883
0,0.0,1.0,-1.0373893371192475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4892755833759168,-0.9679107296903283
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4959122896109767,-1.0016961942489397
0,1.0,1.0,-0.6710377235719016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4859572302583868,-0.8605392500566914
0,1.0,0.0,-0.9966836022806536,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.018915908541461066,-0.7626294567289422
0,0.0,0.0,-0.9152721326034655,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.309755271260625,-0.5355928911245516
0,0.0,1.0,-0.1418631706701798,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1.1819986762357204,0.2323184475760463
0,1.0,1.0,-0.5489205190561197,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.6211969993731534,-0.3668631441476277
0,1.0,1.0,1.6084834273893616,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5984519924857334,2.6111532266765463
0,0.0,0.0,-1.2002122764736234,2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.1305642029140057,-0.8842263951240997
0,1.0,1.0,0.46872285190873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3299946337344775,-0.5653829336235999
0,0.0,0.0,0.387311382231542,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.336302096200865,0.9217702344036901
0,1.0,1.0,-0.10115743583158582,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.6178786462556232,0.11805376724624037
0,0.0,0.0,0.7536629957788878,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.5332606417586087,0.7834671631111296
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5025489958460367,-1.001784005722776
0,1.0,1.0,-0.38609757970174374,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-1.4909347599346818,-0.8148992365301464
0,1.0,0.0,0.8350744654560759,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.512174811429954,1.5517077948386147
0,0.0,0.0,-0.3453918448631497,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.1222683201201809,0.04653132180637351
0,0.0,0.0,-1.2816237461508113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4859572302583868,-1.0015644770381849
1,1.0,0.0,1.1607203441648277,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.107335731091296,1.6531519999882849
0,0.0,0.0,-0.4268033145403377,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.9380997220972668,-0.06323302048930944
1,0.0,0.0,-1.1188008067964355,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.8783693659817272,-0.8129454312372832
0,0.0,0.0,0.26519417771576004,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-0.5020655309107466,-0.144963549762675
0,1.0,1.0,0.7129572609402939,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,-0.8455150785750998,-0.12292286982970195
