InternetService,PaperlessBilling,MonthlyCharges,StreamingMovies,StreamingTV,SeniorCitizen,DeviceProtection,OnlineBackup,Partner,Dependents,TotalCharges,PaymentMethod,tenure,Contract
2.0,1.0,1.3506236891248684,2.0,2.0,1,1.0,2.0,1.0,0.0,1.7317488126763894,3.0,1.0493210474865704,1.0
1.0,1.0,0.1989502489494717,1.0,2.0,1,2.0,2.0,1.0,0.0,1.0831458792282642,2.0,1.3768895688556795,1.0
0.0,0.0,-1.4861823171946147,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.665050524967545,3.0,0.18945367889265924,1.0
1.0,0.0,-0.6436160341225714,1.0,1.0,0,1.0,1.0,1.0,1.0,-0.8864109029291984,1.0,-1.0798743414126382,0.0
1.0,1.0,0.3102953001641207,2.0,1.0,0,2.0,2.0,0.0,0.0,1.1126871303477095,3.0,1.3359435036845408,2.0
0.0,0.0,-1.4762111185783773,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.5514405337611744,1.0,0.7626985912886,2.0
1.0,0.0,-0.64860163343069,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9729561550860171,0.0,-1.2436586020971927,0.0
1.0,1.0,0.11585692714749504,1.0,2.0,0,2.0,1.0,0.0,0.0,-0.43771998398025513,0.0,-0.5885215593589747,0.0
1.0,1.0,-0.14505610331071148,1.0,1.0,0,1.0,2.0,1.0,0.0,0.37835707819442715,2.0,0.7626985912886,1.0
0.0,0.0,-1.4828585843225357,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9302142101654421,1.0,-0.9570361458992224,0.0
2.0,1.0,1.1578471825442826,2.0,2.0,0,1.0,1.0,0.0,0.0,-0.3196655380770219,0.0,-0.7113597548723906,0.0
2.0,1.0,1.3522855555609077,2.0,2.0,0,2.0,1.0,1.0,1.0,2.3229055107889462,2.0,1.6225659598825113,2.0
0.0,0.0,-1.5127721801712473,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.9186497832676351,2.0,-0.8341979503858065,2.0
1.0,0.0,-0.8397162735752363,1.0,1.0,0,2.0,2.0,0.0,0.0,0.05966093119998989,2.0,1.1312131778288477,2.0
0.0,0.0,-1.5111103137352078,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.7289976044865842,2.0,-0.015276646963033904,0.0
2.0,1.0,0.5196904711051018,1.0,2.0,0,1.0,1.0,0.0,0.0,-0.8077595329951658,3.0,-1.0798743414126382,0.0
2.0,0.0,1.1678183811605196,2.0,2.0,0,2.0,1.0,1.0,1.0,0.6836756376684568,0.0,0.2713458092349365,1.0
2.0,1.0,0.3285758309605555,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.9485005983958174,0.0,-1.2436586020971927,0.0
2.0,1.0,0.4714963444599552,1.0,1.0,0,1.0,2.0,0.0,0.0,1.4429698159548636,3.0,1.5816198947113727,1.0
1.0,1.0,-0.15668916836298824,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.9859357317380489,0.0,-1.2846046672683313,0.0
2.0,1.0,0.5097192724888646,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.9324474933713284,0.0,-1.2436586020971927,0.0
2.0,0.0,1.4902204697521892,2.0,2.0,0,2.0,2.0,1.0,1.0,2.582519155544492,3.0,1.6225659598825113,2.0
1.0,1.0,0.12416625932769271,2.0,1.0,0,2.0,1.0,0.0,0.0,0.2597940628482694,0.0,0.3532379395772137,1.0
2.0,1.0,0.33189956383263436,1.0,1.0,1,1.0,1.0,1.0,0.0,-0.7979419315752303,0.0,-1.0389282762414995,0.0
2.0,1.0,0.9866749396322104,2.0,1.0,1,1.0,2.0,1.0,0.0,0.47575918237194026,0.0,0.10756154855038198,0.0
2.0,1.0,0.5180286046690623,1.0,1.0,0,1.0,2.0,0.0,0.0,0.0616952089716882,0.0,-0.05622271213417253,0.0
0.0,0.0,-1.3432618036952146,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.5312746497634692,1.0,0.5170222002617683,2.0
2.0,1.0,0.9467901451672616,2.0,2.0,0,1.0,1.0,0.0,0.0,-0.373662345886667,0.0,-0.7113597548723906,0.0
0.0,0.0,-1.489506050066694,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.7680247813023188,3.0,-0.22000697281872703,1.0
2.0,1.0,0.8587112240571666,1.0,2.0,1,2.0,1.0,1.0,0.0,0.24141922775825495,0.0,-0.05622271213417253,1.0
1.0,1.0,0.054367869014032504,2.0,1.0,0,1.0,2.0,1.0,1.0,0.19414438128117817,2.0,0.3532379395772137,1.0
0.0,0.0,-1.5310527109676821,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8890643087183702,1.0,-0.547575494187836,1.0
1.0,1.0,-0.20820702788021367,2.0,2.0,0,2.0,2.0,1.0,1.0,-0.34801275659134007,3.0,-0.30189910316100427,0.0
2.0,1.0,1.3456380898167495,2.0,2.0,0,2.0,2.0,1.0,1.0,-0.3229822953134866,2.0,-0.7113597548723906,0.0
2.0,1.0,0.2255401119261046,1.0,1.0,0,1.0,1.0,1.0,1.0,-0.9525028187944848,0.0,-1.2436586020971927,0.0
1.0,0.0,-0.48573872269881574,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.7499595102210411,2.0,-0.8341979503858065,0.0
2.0,1.0,0.48146754307619233,1.0,1.0,1,2.0,1.0,0.0,0.0,-0.20090351729667622,1.0,-0.38379123350328154,0.0
0.0,0.0,-1.4944916493748124,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.8355097352069204,1.0,-0.42473729867442017,0.0
2.0,0.0,1.1860989119569545,2.0,2.0,0,1.0,2.0,1.0,1.0,2.1334081140122634,2.0,1.5816198947113727,1.0
2.0,1.0,1.2110269084975473,2.0,2.0,1,1.0,1.0,0.0,1.0,0.30288979520740056,0.0,-0.09716877730531116,0.0
1.0,1.0,-0.6635584313550459,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9926798047855271,2.0,-1.2846046672683313,0.0
0.0,0.0,-1.5160959130433262,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.8465877043767124,2.0,-0.5066294290166974,0.0
1.0,0.0,-0.30958088047862536,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.9879700095097472,1.0,-1.2846046672683313,0.0
1.0,0.0,0.6792296489648968,2.0,2.0,0,2.0,2.0,1.0,1.0,1.4462865731913281,2.0,1.4587816991979567,2.0
0.0,0.0,-1.4944916493748124,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8870521426615816,1.0,-0.7523058200435292,0.0
0.0,0.0,-1.4961535158108519,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9966599134692847,1.0,-1.2436586020971927,1.0
1.0,0.0,0.16903665310076038,1.0,1.0,0,2.0,2.0,0.0,0.0,0.1627236343944028,0.0,0.23039974406379785,0.0
0.0,0.0,-1.50280098155501,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8306672696416819,1.0,-0.5885215593589747,1.0
2.0,0.0,1.312400761095959,2.0,2.0,0,1.0,2.0,0.0,0.0,0.4050901415203325,0.0,-0.05622271213417253,0.0
1.0,0.0,-0.027063586351904714,1.0,1.0,0,2.0,2.0,1.0,1.0,0.9743783535871319,3.0,1.5816198947113727,2.0
2.0,0.0,1.4968679354963474,2.0,2.0,0,2.0,2.0,1.0,0.0,2.230102643312664,3.0,1.4178356340268181,1.0
1.0,0.0,0.9118909500104315,2.0,2.0,0,2.0,2.0,1.0,0.0,1.9592341356680476,3.0,1.6225659598825113,2.0
2.0,0.0,1.3788754185375403,2.0,2.0,1,2.0,2.0,1.0,0.0,0.5444602805965788,2.0,-0.015276646963033904,0.0
2.0,0.0,0.5296616697213389,1.0,1.0,0,1.0,1.0,0.0,1.0,-0.8655153323394709,3.0,-1.1617664717549154,0.0
1.0,0.0,-0.1616747676711068,1.0,2.0,0,1.0,1.0,1.0,0.0,-0.416780189960708,2.0,-0.38379123350328154,1.0
1.0,1.0,0.08594333129878373,1.0,1.0,0,2.0,2.0,1.0,1.0,0.9813435437837077,2.0,1.3768895688556795,0.0
2.0,1.0,1.330681291892394,2.0,2.0,1,1.0,2.0,0.0,0.0,1.6028154030375519,2.0,1.0083749823154318,0.0
1.0,1.0,0.8238120289003366,2.0,2.0,0,2.0,1.0,0.0,0.0,0.46810852901316163,3.0,0.1485076137215206,1.0
1.0,1.0,-1.3199956735906615,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.8657806729183881,2.0,-0.7932518852146678,0.0
2.0,1.0,0.6127549915233155,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.6572893130342177,0.0,-0.9570361458992224,0.0
2.0,1.0,0.5313235361573783,1.0,2.0,0,1.0,1.0,1.0,1.0,-0.8550564911871523,0.0,-1.1208204065837768,0.0
1.0,0.0,0.7074813783775692,2.0,2.0,0,2.0,2.0,1.0,0.0,1.5895041506618737,2.0,1.4178356340268181,2.0
2.0,1.0,0.16737478666472094,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9816239473306448,0.0,-1.2846046672683313,0.0
2.0,1.0,0.3302376973965949,1.0,1.0,0,2.0,1.0,0.0,0.0,-0.8701809041854311,2.0,-1.1617664717549154,0.0
2.0,1.0,0.18066971815303692,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9814470536113666,0.0,-1.2846046672683313,0.0
0.0,1.0,-1.506124714427089,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.721125833978708,1.0,-0.05622271213417253,0.0
1.0,1.0,-0.7167381573083109,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9578538538026479,0.0,-1.202712536926054,0.0
2.0,1.0,0.4665107451518369,1.0,2.0,0,1.0,1.0,1.0,1.0,-0.879976393890457,1.0,-1.1617664717549154,0.0
2.0,1.0,1.0016317375565664,2.0,1.0,0,2.0,1.0,1.0,0.0,0.31777097934167214,3.0,0.025669418208104724,0.0
0.0,0.0,-1.3199956735906615,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.3448065579294242,3.0,1.0493210474865704,2.0
0.0,1.0,-1.3116863414104638,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.7707002988064003,2.0,-0.30189910316100427,0.0
2.0,1.0,0.3717843582975832,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.8715076070800171,0.0,-1.1617664717549154,0.0
2.0,1.0,0.9567613437834992,2.0,1.0,1,2.0,1.0,1.0,0.0,1.1275019793372518,2.0,0.7626985912886,1.0
1.0,1.0,-1.3199956735906615,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.8054156912147308,2.0,-0.547575494187836,0.0
1.0,1.0,-0.691810160767718,1.0,1.0,0,1.0,1.0,1.0,0.0,-0.7986273947374329,0.0,-0.8751440155569451,0.0
1.0,0.0,-0.2829910175019927,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.4017221121071583,3.0,-0.3428451683321429,0.0
2.0,0.0,0.3086334337280813,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.3991571531776256,1.0,-0.5885215593589747,0.0
1.0,1.0,-1.349909269439373,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9700595204328378,1.0,-1.1617664717549154,0.0
2.0,0.0,0.439920882175204,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.5936075740940956,2.0,-0.8341979503858065,0.0
2.0,1.0,0.77561790225519,1.0,2.0,1,1.0,2.0,0.0,0.0,-0.2272164580392961,0.0,-0.547575494187836,0.0
2.0,1.0,1.0548114635098311,1.0,2.0,1,2.0,1.0,0.0,0.0,0.260192073716645,2.0,-0.05622271213417253,0.0
1.0,0.0,-0.027063586351904714,2.0,1.0,1,1.0,2.0,1.0,0.0,0.7133274473624511,2.0,1.1721592429999863,1.0
2.0,1.0,0.16072732092056272,1.0,1.0,1,1.0,1.0,0.0,0.0,-0.7592022070533228,0.0,-0.997982211070361,0.0
1.0,1.0,0.7423805735343993,2.0,2.0,0,2.0,2.0,1.0,1.0,0.9089719008840483,1.0,0.6808064609463228,1.0
1.0,1.0,-0.46081072615822277,2.0,2.0,0,1.0,2.0,0.0,0.0,-0.8772345412416461,1.0,-1.1208204065837768,0.0
1.0,1.0,0.2853673036235277,2.0,2.0,0,1.0,1.0,1.0,1.0,0.16429356615299595,2.0,0.10756154855038198,1.0
2.0,0.0,1.6879825756408937,2.0,2.0,0,2.0,2.0,1.0,0.0,2.511562662399058,3.0,1.540673829540234,1.0
2.0,1.0,1.2160125078056663,2.0,2.0,0,2.0,1.0,0.0,0.0,-0.9676714552225835,0.0,-1.2846046672683313,0.0
2.0,0.0,0.7556755050227153,1.0,1.0,0,2.0,1.0,0.0,0.0,0.1922206620840287,0.0,-0.05622271213417253,0.0
2.0,1.0,0.3136190330361996,1.0,1.0,1,2.0,1.0,0.0,0.0,-0.5966811024665529,0.0,-0.7932518852146678,0.0
1.0,0.0,-0.46745819190238097,1.0,2.0,0,2.0,1.0,1.0,1.0,-0.3992456000372647,1.0,-0.17906090764758842,1.0
1.0,1.0,0.18233158458907636,1.0,2.0,1,1.0,2.0,0.0,0.0,0.5152064817709602,2.0,0.7217525261174614,0.0
0.0,1.0,-1.489506050066694,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.828124422427059,1.0,-0.42473729867442017,1.0
1.0,0.0,-0.13840863756655325,2.0,2.0,0,2.0,1.0,1.0,1.0,-0.024341473742205758,3.0,0.1485076137215206,1.0
2.0,1.0,1.3672423534852636,2.0,2.0,0,2.0,2.0,1.0,0.0,0.8354062253792613,2.0,0.3122918744060751,1.0
1.0,0.0,-0.4907243220069343,1.0,1.0,0,1.0,1.0,1.0,1.0,-0.6099039079825921,3.0,-0.547575494187836,0.0
2.0,0.0,0.5313235361573783,2.0,1.0,0,1.0,1.0,1.0,1.0,-0.8786496909958711,0.0,-1.1617664717549154,0.0
2.0,1.0,0.7174525769938063,1.0,2.0,0,1.0,1.0,0.0,0.0,0.32703578788886345,0.0,0.10756154855038198,0.0
1.0,1.0,0.13413745794393028,2.0,1.0,0,1.0,2.0,0.0,0.0,-0.4065203542425773,3.0,-0.5066294290166974,0.0
0.0,0.0,-1.477872985014417,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9101809964571955,1.0,-0.8751440155569451,2.0
0.0,0.0,-1.4828585843225357,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9363170434805372,1.0,-0.9570361458992224,1.0
2.0,1.0,1.134581052439729,1.0,2.0,0,2.0,2.0,1.0,1.0,2.1103677070762887,3.0,1.5816198947113727,2.0
0.0,0.0,-1.4878441836306542,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.3980073440023179,2.0,1.5816198947113727,2.0
2.0,1.0,1.604889253838917,2.0,2.0,0,2.0,2.0,0.0,0.0,2.5223752909899324,3.0,1.5816198947113727,2.0
1.0,0.0,0.476481943768074,2.0,2.0,0,2.0,2.0,0.0,0.0,0.09181136467878755,1.0,-0.05622271213417253,2.0
2.0,1.0,0.15740358804848337,1.0,1.0,1,1.0,1.0,0.0,0.0,-0.9817566176201035,0.0,-1.2846046672683313,0.0
1.0,1.0,0.35350382750114845,2.0,1.0,0,2.0,2.0,1.0,0.0,0.05963881948508005,3.0,-0.05622271213417253,1.0
2.0,0.0,0.2006121153855116,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9811817130324495,1.0,-1.2846046672683313,0.0
2.0,0.0,0.1507561223043256,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9818450644797424,1.0,-1.2846046672683313,0.0
1.0,1.0,0.49310060812846934,2.0,2.0,0,2.0,1.0,1.0,1.0,1.3283869092924632,0.0,1.4178356340268181,2.0
2.0,1.0,0.985013073196171,1.0,2.0,1,1.0,2.0,1.0,0.0,0.8257434059636944,0.0,0.435130069919491,0.0
2.0,0.0,0.7207763098658851,1.0,2.0,1,2.0,1.0,1.0,0.0,-0.19119647445128954,2.0,-0.4656833638455588,0.0
2.0,1.0,1.3788754185375403,2.0,2.0,0,2.0,1.0,1.0,0.0,1.9731424043462897,0.0,1.1721592429999863,0.0
0.0,0.0,-1.3366143379510567,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.20322524736220152,2.0,1.6225659598825113,2.0
0.0,0.0,-1.3116863414104638,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9447416068611574,1.0,-1.0798743414126382,2.0
0.0,0.0,-1.4994772486829309,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.5928999992169831,1.0,0.5989143306040455,2.0
0.0,0.0,-1.4762111185783773,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.7793238676212085,3.0,-0.3428451683321429,1.0
2.0,0.0,0.5496040669538136,1.0,1.0,0,1.0,2.0,0.0,0.0,0.4086943510506242,3.0,0.2713458092349365,1.0
0.0,1.0,-1.3150100742825428,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.23926734266511782,2.0,1.3359435036845408,2.0
2.0,1.0,0.6875389811450945,1.0,2.0,0,2.0,1.0,0.0,0.0,-0.9747029805638885,3.0,-1.2846046672683313,0.0
2.0,1.0,0.7673085700749923,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.781535039112185,2.0,-1.0798743414126382,0.0
2.0,1.0,1.1894226448290337,2.0,2.0,1,2.0,1.0,1.0,0.0,1.5029146750752354,2.0,0.9674289171442931,0.0
1.0,1.0,0.1291518586358115,2.0,1.0,0,2.0,1.0,1.0,0.0,-0.26540338968845956,2.0,-0.38379123350328154,1.0
0.0,0.0,-1.489506050066694,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.7122590362998924,3.0,0.06661548337924335,2.0
0.0,0.0,-1.474549252142338,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8343820377465224,3.0,-0.4656833638455588,0.0
1.0,0.0,0.1507561223043256,1.0,1.0,0,2.0,2.0,0.0,0.0,0.8614317138280544,2.0,1.213105308171125,2.0
0.0,0.0,-1.4961535158108519,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.4581290968419678,2.0,1.213105308171125,2.0
2.0,1.0,1.5500476614496124,2.0,2.0,0,2.0,2.0,0.0,0.0,1.5096366364078038,0.0,0.7626985912886,1.0
1.0,0.0,-0.268034219577637,1.0,1.0,0,1.0,2.0,1.0,0.0,-0.5372890362189251,3.0,-0.5885215593589747,0.0
2.0,1.0,0.301985967983923,1.0,1.0,0,1.0,2.0,0.0,0.0,0.10386224930460926,3.0,0.06661548337924335,0.0
2.0,1.0,0.9800274738880522,2.0,1.0,0,1.0,2.0,1.0,0.0,1.509526077833255,2.0,1.1721592429999863,2.0
1.0,0.0,-0.49570992131505287,1.0,1.0,1,2.0,1.0,0.0,0.0,-0.96517283143778,1.0,-1.2436586020971927,0.0
1.0,0.0,-0.317890212658823,1.0,1.0,0,1.0,1.0,1.0,1.0,0.7491484255162697,2.0,1.6225659598825113,2.0
2.0,0.0,1.5168103327288216,2.0,2.0,0,2.0,2.0,1.0,0.0,1.5681221223441313,0.0,0.8445907216308772,1.0
2.0,1.0,0.4681726115878763,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.7936522588827359,0.0,-1.0798743414126382,0.0
2.0,1.0,0.6476541866801456,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.15546394315710996,0.0,-0.3428451683321429,0.0
1.0,0.0,0.19728838251343225,2.0,1.0,0,1.0,2.0,1.0,1.0,1.136700452739714,3.0,1.4587816991979567,2.0
1.0,1.0,-0.1616747676711068,2.0,2.0,0,2.0,2.0,1.0,1.0,0.2118558649238997,3.0,0.5989143306040455,2.0
2.0,0.0,0.6858771147090551,2.0,1.0,1,1.0,1.0,0.0,0.0,0.7751075788203335,1.0,0.5989143306040455,0.0
0.0,0.0,-1.5177577794793657,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.701689636573025,2.0,0.1485076137215206,0.0
0.0,0.0,-1.4961535158108519,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9334646322571775,1.0,-0.9570361458992224,0.0
2.0,1.0,1.1910845112650732,2.0,1.0,0,2.0,2.0,1.0,1.0,1.6491173340585987,3.0,1.1721592429999863,1.0
1.0,1.0,0.48146754307619233,2.0,2.0,0,1.0,2.0,1.0,0.0,1.5317483513175685,2.0,1.6225659598825113,2.0
1.0,1.0,-0.32952327771109957,1.0,1.0,0,1.0,1.0,1.0,1.0,-0.16521520943231613,2.0,0.10756154855038198,1.0
0.0,1.0,-1.2651540812013569,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.6881351553333392,1.0,-0.30189910316100427,1.0
2.0,1.0,1.2143506413696268,2.0,2.0,1,2.0,1.0,0.0,0.0,0.5336476520057041,0.0,0.10756154855038198,0.0
1.0,0.0,-0.24144435660100433,2.0,2.0,0,2.0,2.0,1.0,1.0,-0.40767016341788503,0.0,-0.3428451683321429,1.0
0.0,1.0,-1.3199956735906615,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.42562487592461384,3.0,0.9674289171442931,2.0
2.0,1.0,0.9550994773474593,2.0,2.0,1,1.0,1.0,0.0,0.0,0.050639351516805896,0.0,-0.2609530379898657,0.0
2.0,0.0,0.5180286046690623,1.0,1.0,0,1.0,1.0,1.0,0.0,1.5248273845508122,2.0,1.6225659598825113,2.0
1.0,0.0,-0.0071211891194300336,1.0,2.0,0,1.0,1.0,0.0,0.0,0.025763672243320712,2.0,0.18945367889265924,1.0
2.0,1.0,0.34187076244887193,1.0,1.0,0,2.0,1.0,1.0,0.0,-0.7927899020012551,2.0,-1.0389282762414995,0.0
2.0,0.0,0.290352902931646,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.7825742897129438,0.0,-1.0389282762414995,0.0
1.0,1.0,0.4565395465355993,2.0,1.0,0,2.0,2.0,0.0,0.0,1.3562697817936764,3.0,1.4997277643690954,1.0
0.0,0.0,-1.5044628479910496,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9572568375000843,3.0,-0.997982211070361,2.0
1.0,0.0,-1.1504852971146289,1.0,1.0,0,1.0,1.0,1.0,1.0,-0.8494180038851623,3.0,-0.8341979503858065,1.0
0.0,0.0,-1.3017151427942264,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.521434936628624,1.0,0.4760761350906296,1.0
1.0,0.0,0.5363091354654971,2.0,1.0,0,2.0,2.0,1.0,1.0,1.5303110898484338,3.0,1.6225659598825113,2.0
2.0,1.0,0.9833512067601315,2.0,1.0,0,1.0,2.0,0.0,0.0,1.2537377597570982,0.0,0.9674289171442931,0.0
0.0,0.0,-1.4878441836306542,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.9309881201872838,1.0,-0.9160900807280837,1.0
2.0,0.0,0.14078492368808804,1.0,1.0,1,1.0,1.0,0.0,0.0,-0.9819777347692011,0.0,-1.2846046672683313,0.0
1.0,0.0,-0.3527894078156531,1.0,1.0,0,1.0,2.0,1.0,1.0,0.10994297090479452,0.0,0.5989143306040455,0.0
0.0,0.0,-1.477872985014417,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.612070856043749,3.0,0.4760761350906296,2.0
2.0,1.0,0.45321581366352043,1.0,2.0,0,1.0,1.0,0.0,0.0,-0.9054933128963253,0.0,-1.202712536926054,0.0
1.0,0.0,0.20892144756570927,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.7632707625967193,0.0,-0.997982211070361,0.0
0.0,1.0,-1.4712255192702588,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8664882477955006,3.0,-0.6704136897012519,0.0
1.0,0.0,0.5795176628025248,1.0,2.0,0,2.0,2.0,1.0,1.0,1.5591226543758567,2.0,1.6225659598825113,2.0
1.0,0.0,-0.6336448355063343,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9922817939171513,0.0,-1.2846046672683313,0.0
2.0,0.0,0.8171645631561782,2.0,1.0,1,2.0,2.0,1.0,0.0,1.8333521426867578,3.0,1.5816198947113727,2.0
1.0,1.0,0.11918066001957439,1.0,1.0,1,2.0,2.0,1.0,0.0,0.7625923481814066,3.0,0.9674289171442931,1.0
0.0,0.0,-1.5144340466072868,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9883459086632134,1.0,-1.202712536926054,0.0
1.0,1.0,0.009497475240965298,1.0,2.0,0,1.0,1.0,1.0,1.0,-0.6926459451749313,2.0,-0.8751440155569451,0.0
1.0,0.0,0.5213523375411412,2.0,2.0,0,2.0,1.0,0.0,0.0,1.1309956302929949,3.0,1.1312131778288477,1.0
2.0,1.0,1.3406524905086312,2.0,2.0,1,2.0,1.0,1.0,0.0,1.0213657477703817,2.0,0.39418400474835236,1.0
1.0,0.0,-0.4624725925942622,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.958119194381565,1.0,-1.2436586020971927,0.0
0.0,1.0,-1.4762111185783773,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9472844540757803,3.0,-0.9570361458992224,0.0
2.0,1.0,0.340208896012832,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9793243289800294,0.0,-1.2846046672683313,0.0
1.0,0.0,-0.4874005891348552,1.0,2.0,0,2.0,2.0,1.0,1.0,0.11693027281628021,1.0,0.8036446564597386,2.0
2.0,1.0,1.1362429188757683,2.0,2.0,1,2.0,1.0,0.0,0.0,0.48920310503707715,0.0,0.10756154855038198,0.0
0.0,1.0,-1.5111103137352078,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.8469193801003588,0.0,-0.5066294290166974,0.0
2.0,0.0,0.3485182281930297,1.0,1.0,0,1.0,2.0,1.0,0.0,-0.519643887720933,2.0,-0.7113597548723906,0.0
2.0,1.0,0.19728838251343225,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.4787593268527782,0.0,-0.6294676245301133,0.0
2.0,1.0,0.8437544261328107,2.0,2.0,0,1.0,1.0,0.0,0.0,0.20597414875790224,0.0,-0.09716877730531116,0.0
2.0,1.0,1.0298834669692383,2.0,2.0,0,1.0,1.0,0.0,0.0,-0.9701479672924771,0.0,-1.2846046672683313,0.0
2.0,1.0,0.6775677825288574,2.0,1.0,0,1.0,1.0,1.0,0.0,-0.6342931295280625,0.0,-0.9160900807280837,0.0
2.0,1.0,0.1756841188449186,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.6204069725647302,1.0,-0.7932518852146678,0.0
2.0,1.0,1.1744658469046778,2.0,2.0,0,1.0,2.0,1.0,0.0,-0.826709272672834,0.0,-1.1617664717549154,0.0
2.0,1.0,0.18399345102511627,1.0,1.0,1,1.0,1.0,0.0,0.0,-0.9220107639339196,0.0,-1.202712536926054,0.0
1.0,0.0,0.49808620743658766,2.0,1.0,0,2.0,2.0,0.0,0.0,1.1040414498179918,3.0,1.090267112657709,1.0
2.0,0.0,0.16238918735660215,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9486111569703662,2.0,-1.2436586020971927,0.0
2.0,1.0,0.5329854025934182,2.0,1.0,0,1.0,1.0,1.0,1.0,-0.502728425814963,2.0,-0.7523058200435292,0.0
1.0,1.0,-1.3199956735906615,1.0,1.0,0,1.0,1.0,0.0,0.0,-1.001413932174884,0.0,-1.2846046672683313,0.0
2.0,1.0,1.2675303673228917,2.0,2.0,1,2.0,2.0,1.0,0.0,0.9396187377489822,0.0,0.435130069919491,0.0
2.0,1.0,0.3285758309605555,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.5130988201076427,3.0,-0.6704136897012519,0.0
1.0,1.0,-0.3461419420714949,2.0,2.0,1,2.0,2.0,0.0,0.0,0.24984379113887534,0.0,0.8445907216308772,0.0
0.0,1.0,-1.310024474974424,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.9752999968664523,1.0,-1.1617664717549154,0.0
2.0,0.0,0.340208896012832,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.4761722562083358,2.0,-0.6704136897012519,0.0
